,index,category,answer,question
9315,6406,countries of the world,the former german colony of south west africa is now known by this name,Namibia
9316,6407,countries of the world,"in the 19th century this asian nation was divided into 3 regions: annam, tonkin & cochin china",Vietnam
9317,6408,countries of the world,a 15-mile causeway connects this persian gulf island nation with saudia arabia,Bahrain
9318,6664,weather,the pleistocene epoch of extensive glaciation in europe & america is also called this,The Ice Age
9319,6665,weather,a magnetic storm is a worldwide disturbance of earth's magnetic field caused by disturbances there,The Sun
9320,6666,weather,"the temperature & humidity conditions characteristic of santa ana, foehn & chinook winds",Hot & Dry
9321,6667,weather,"\""seasonal"" term that describes the cold & dark weather that nuclear war could bring",Nuclear Winter
9322,6668,weather,"the 2 most commonly used temperature scales, each named for its inventor",Celsius & Fahrenheit
9323,6764,state capitals,this city was named for a first century roman citizen & missionary,"St. Paul, Minnesota"
9324,6835,bodies of water,the water in this large utah lake is saltier than ocean water,The Great Salt Lake
9325,6836,bodies of water,winter ocean air west of norway is over 40 degrees warmer than average for that latitude because of this current,The Gulf Stream
9326,6837,bodies of water,this ocean has the greatest length of coastline because of its irregular shape,Atlantic
9327,6838,bodies of water,changing monsoon winds cause seasonal reverses of surface water movement in this indian ocean bay,Bay of Bengal
9328,6839,bodies of water,"once part of the gulf of california, it's now the largest natural lake entirely within the state",Salton Sea
9329,7096,island nicknames,"\""the land of the shamrock\""",Ireland
9330,7097,island nicknames,"\""the rock"", or ""america's devil's island\""",Alcatraz
9331,7098,island nicknames,"\""islands of the tortoises\""",Galapagos
9332,7099,island nicknames,"\""the isle of the tailess cat\""",Mann (The Isle of Man)
9333,7100,island nicknames,"hawaiian island known as ""the island of lepers\""",Molokai
9334,7177,islands,"the largest island in the tuscan archipelago, its most famous resident left in 1815",Elba (former home of Napoleon)
9335,7522,mountains,"the highest point in this state is mount elbert, not pikes peak",Colorado
9336,7523,mountains,"if you search your atlas for the atlas mountains, you'll find them on a map of this continent",Africa
9337,7524,mountains,the matterhorn isn't the tallest alp in this country; dufourspitze peak is about 500 ft. higher,Switzerland
9338,7525,mountains,"climbers are challenged by the sheer face of this granite monolith rising 3,593 ft. above yosemite valley",El Capitan
9339,7526,mountains,mount everest is located on an undemarcated border between these 2 countries,Nepal & Tibet
9340,7542,geography,"it's the only country whose name begins with ""a"", but doesn't end with ""a\""",Afghanistan
9341,7593,islands,"the pacific ocean islands of kanaga, adak & unimak are part of this state",Alaska
9342,7594,islands,"borneo is shared by brunei, malaysia & this country",Indonesia
9343,7595,islands,between 1921-51 the cubs held spring training on this island owned by wrigley near l.a.,Catalina Island
9344,7596,islands,this country occupies the largest island in the west indies,Cuba
9345,7597,islands,these islands off the african coast were the last stop columbus made before he headed west to the new world,the Canary Islands
9346,7604,"state ""c""apitals",the first gorilla born in captivity was born in this ohio city's zoo in 1956,Columbus
9347,7605,"state ""c""apitals",franklin pierce had a home in & is buried in this new hampshire capital,Concord
9348,7606,"state ""c""apitals",a school known as usc is in this state capital,Columbia (University of South Carolina)
9349,7607,"state ""c""apitals",closest capital to the comstock lode,"Carson City, Nevada"
9350,7608,"state ""c""apitals",major general grenville dodge named this union pacific terminal site after a local indian tribe,"Cheyenne, Wyoming"
9351,7624,weather,"if you walk on grass in early morning, you might step on these tiny waterdrops condensed from the air",Dew
9352,7625,weather,a dry spell that continues long enough to affect agriculture or other activities,Drought
9353,7626,weather,"the lake effect, most pronounced near the great lakes, causes this type of solid precipitation",Snow
9354,7627,weather,the prevailing winds that blow across most of the u.s. come from this direction,West
9355,7628,weather,severe tropical storm having winds in excess of 74 mph & an eye in the middle,Hurricane
9356,7760,museums,"estavayer-le-vac, switzerland boasts a museum full of these dead amphibians arranged in human poses",frogs
9357,7761,museums,"in english, brazil's museu do ouro & colombia's museo del oro are both known as this",the Museum of Gold
9358,7762,museums,"this island, famous for its coffee beans, is the home of the royal kona coffee mill & museum",the Big Island of Hawaii
9359,7763,museums,the woolaroc museum near bartlesville in this state is famous for its collection of indian blankets,Oklahoma
9360,7764,museums,the buildings that house the science museum of va. & paris' musee d'orsay were once this type of station,a train station
9361,8076,geography,it's the southernmost independent country in the world,Chile (which goes down around Tierra Del Fuego & sweeps a little south of Argentina)
9362,8196,landmarks,"first identified in 1741, it split while being dragged to liberty pole square in 1774",Plymouth Rock
9363,8287,islands,"victoria, b.c. is located on this island, canada's largest on the pacific coast",Vancouver
9364,8288,islands,the u.s. maintains a nato air base on these islands 740 miles west of portugal,Azores
9365,8289,islands,"this island's capital, valletta, was built by the grand master of the order of knights of st. john",Malta
9366,8290,islands,this resort island in the bay of fundy was the summer home of f. roosevelt,Campobello
9367,8291,islands,the highest mountain on this island off the coast of syria is mount olympus,Cyprus
9368,8444,landmarks,"its name is italian for ""theater at the stairway\""",La Scala
9369,8514,geography,"3 of this country's 4 districts are fontvielle, la condamine & monte carlo",Monaco
9370,8515,geography,"port cities on this lake include toledo, cleveland & buffalo",Erie
9371,8516,geography,this country borders the white sea on the north & the black sea on the south,Soviet Union
9372,8517,geography,this region of nw france was founded by celts fleeing the anglo-saxon invasion,Brittany
9373,8518,geography,there's a neutral zone between iraq & this large neighbor to its south,Saudi Arabia
9374,8524,museums,a furnished hoosier log cabin can be found in the world's largest kids museum in this capital,Indianapolis
9375,8533,weather,"weighing up to 2 1/4 pounds, the largest ones on record reportedly killed 92 people in bangladesh in '86",hailstones
9376,8534,weather,the american midwest sees more of these storms than any other place in the world,tornadoes
9377,8535,weather,the terms el niño and la niña were coined to describe warm & cold water pools in this ocean,Pacific
9378,8536,weather,"during daylight hours, a single red pennant warns boaters that these are in effect",small craft warnings
9379,8537,weather,a thermograph records temerature & a hydrograph records this,humidity
9380,8610,geography,"though only 146 square miles, this strip of land occupied by israel since 1967 is often in the news",Gaza Strip
9381,8611,geography,"the volcano on this island west of java erupted n 1883 causing a tidal wave that killed 36,000 people",Krakatoa
9382,8612,geography,this low country's province of luxembourg is bigger than the country of luxembourg,Belgium
9383,8613,geography,"in czechoslovakia this river, where u.s. & soviet forces met in wwii is known as the labe",Elbe
9384,8614,geography,"the main thoroughfare in venice, italy is this canal that divides the city in 2",Grand Canal
9385,8834,geography,name shared by an island in the bahamas & the capital of el salvador,San Salvador
9386,8835,geography,"the ganges & brahmaputra rivers have built up a 50,000 square mi. delta into this bay",Bay of Bengal
9387,8836,geography,"when china took over this country in 1950-51, it acquired a ""roof\""",Tibet
9388,8837,geography,"in exchange for what's now n.y., england gave the dutch what's now this south american country",Suriname
9389,8838,geography,"during the roman republic, this river formed the boundary between italy & cisalpine gaul",Rubicon
9390,8895,museums,furnishings from lincoln's private rr coach can be found at union pacific historical museum in this nebraska city,Omaha
9391,8896,museums,"rapid city, south dakota has a museum devoted to this indian tribe",Sioux
9392,8897,museums,"this city's balboa park has museums devoted to man, aerospace & natural history among others",San Diego
9393,8898,museums,the first museum devoted entirely to atomic energy was opened in 1949 in this eastern tennessee town,Oak Ridge
9394,8899,museums,this skill & its products are featured at a museum on the island of murano in venice,glassmaking
9395,8926,landmarks,"it spans the hudson river between fort lee, new jersey & new york city",George Washington Bridge
9396,8927,landmarks,dodge city site named after the footwear of its early inhabitants,Boot Hill
9397,8928,landmarks,celebration year in which the liberty bell was moved to its current site near independence hall,1976
9398,8929,landmarks,in bern the zeitglockenturm is one of these that includes a knight in armor & dancing bears,clock (clock tower)
9399,8930,landmarks,the name of the special 1 1/2 mile route thru boston that features most of its famous landmarks,Freedom Walk (Freedom Trail)
9400,37,bodies of water,"to go from philadelphia to new jersey, you cross this river that shares its name with another state",the Delaware
9401,38,bodies of water,the cubans call it bahia de cochinos; we call it this,the Bay of Pigs
9402,39,bodies of water,incan ruins have been found on islands in this lake on the border of bolivia & peru,Lake Titicaca
9403,40,bodies of water,odessa is the largest soviet port on this sea,the Black Sea
9404,41,bodies of water,"in sailing from the english channel to the north sea, one would pass through this strait",the Strait of Dover
9405,227,rivers,montreal is on an island in this river,the St. Lawrence
9406,228,rivers,"an 80-mile-long canal, built between 1932-7 connects moscow with this river",the Volga
9407,229,rivers,ho chi minh city is situated on this river that wasn't renamed when the city was,(the) Saigon (River)
9408,230,rivers,"the loire, the longest river in france, empties into this bay",the Bay of Biscay
9409,231,rivers,one of africa's richest countries & one of africa's poorest are named after this river,the Niger River
9410,266,museums,the nat'l museum of natural history & the nat'l zoo are part of this d.c. museum complex,Smithsonian
9411,267,museums,"for ""the improvement of public taste in design"", prince albert helped to start this museum",Victoria and Albert Museum
9412,268,museums,this city's gardner museum on fenway court is built in the style of a 15th century venetian palace,Boston
9413,269,museums,if you saw the rose parade on tv you might have noticed the pasadena museum named for this businessman,Norton Simon Museum
9414,280,landmarks,"shaped like a triangle, this russian fortress houses several cathedrals & the czar cannon",Kremlin
9415,281,landmarks,"ironically, the gate of heavenly peace overlooks this square in beijing",Tiananmen
9416,282,landmarks,the famous rialto bridge was the only bridge over this city's grand canal until modern times,Venice
9417,283,landmarks,the president of france lives in this parisian palace built in 1718,Elysee Palace
9418,284,landmarks,a statue of christ the redeemer stands on corcovado mtn. overlooking this city,Rio de Janeiro
9419,336,islands,corregidor island in the philippines guards the entrance to this city's harbor,Manila
9420,337,islands,this continent's largest island is alexander island in the weddell sea,Antarctica
9421,338,islands,during the civil war this british colony in the atlantic was used a a base for blockade running,Bermuda
9422,339,islands,from 1900-51 the u.s. navy had a base at pago pago & administered this island territory,(American) Samoa
9423,340,islands,"in 1902 mount pelee on this island in the french west indies erupted killing about 30,000 people",Martinique
9424,369,country songs,"merle haggard was ""proud to be an okie from"" this town, ""a place where even squares can have a ball\""",Muskogee
9425,370,country songs,"in this song roger miller told us, ""they oughta take a rope & hang me high from the highest tree\""","\""Dang Me\"""
9426,371,country songs,"it begins ""the old home town looks the same as i step down from the train\""","\""Green, Green Grass of Home\"""
9427,387,countries of the world,"this country was originally formed out of the turkish provinces of basra, mosul & baghdad",Iraq
9428,388,countries of the world,most of its people are descended from slavic tribes that settled on the vistula & warta rivers,Poland
9429,389,countries of the world,this country's state emblem shows the gate of heavenly peace framed by grains of wheat and rice,China
9430,390,countries of the world,until 1957 the area that is now malaysia was ruled by this western power,Britain
9431,391,countries of the world,"the name of this neighbor to mexico is mayan from ""land of many trees\""",Guatemala
9432,521,state nicknames,"the discovery of gold in 1848 gave rise to this state's nickname, ""the golden state\""",California
9433,522,state nicknames,"it's sometimes described as ""the land of peanuts, pecans & peaches\""",Georgia
9434,523,state nicknames,"it's been called ""the state where man & nature gamble\""",Nevada
9435,524,state nicknames,"\""the jumbo state\""",Texas
9436,525,state nicknames,"\""the blue hen state\""",Delaware
9437,529,landmarks,"the tomb of britain's ""unknown warrior"" is in this british landmark",Westminster Abbey
9438,636,mountains,9 of the 10 highest peaks in the world are in this mountain range,Himalayas
9439,637,mountains,ancient greeks believed this mountain to be the center of the earth,Mount Olympus
9440,638,mountains,the american indian name for this peak is denali,Mount McKinley
9441,639,mountains,"at 7,310 feet, mount kosciusko is the highest peak on this continent",Australia
9442,640,mountains,few know that mount elbert in this state is the second-tallest in the lower 48 states,Colorado
9443,723,weather,an anemometer is an instrument used to measure the speed of this,wind
9444,724,weather,"the thi, it tells you exactly how miserable you are on a hot summer day",the temperature-humidity index
9445,725,weather,"word used to describe rain, snow or fog with a ph value of less than 5.6",acid rain
9446,726,weather,the rocky mountain equivalent of the alpine wind called a foehn,the chinook
9447,727,weather,"the humboldt current is also called this, for the s. american country off the coast it's found",Peru (current)
9448,763,islands,"this barren italian island became famous after a fictional ""count"" uncovered a treasure there",Monte Cristo
9449,764,islands,"once called oyster island, it became part of the statue of liberty nat'l monument in 1965",Ellis Island
9450,765,islands,one of iowa's quad cities & a railroad bear the name of this island,Rock Island
9451,766,islands,3 of the 4 islands that make up the greater antilles,"(3 of) Cuba, Jamaica, Hispaniola, Puerto Rico"
9452,767,islands,"named for a fire god, surtsey emerged from the atlantic in '63 & became part of this country",Iceland
9453,803,"geographic ""saint""s","the largest of the u.s. virgin islands, it was named ""santa cruz"" by columbus",St. Croix
9454,804,"geographic ""saint""s",this florida city was named for a city in russia,St. Petersburg
9455,805,"geographic ""saint""s",a steamboat on this u.s. city's seal symbolizes its growth,St. Louis
9456,806,"geographic ""saint""s",a small nation in the caribbean is comprised of the grenadines & this island,St. Vincent
9457,807,"geographic ""saint""s",only 1 person survived the destruction of this city on martinique when mt. pelee erupted in 1902,St. Pierre
9458,924,state flags,number of stars on the texas state flag,1
9459,925,state flags,this state's flag was designed by miss willie hocker of the pine bluff chapter of the d.a.r.,Arkansas
9460,926,state flags,kentucky's flag indicates it's one of these,a commonwealth
9461,927,state flags,"the flag of this 13th state has 13 gold stars & the word ""hope\""",Rhode Island
9462,928,state flags,it's the only state whose flag features the british union jack,Hawaii
9463,1131,islands,it's the only inhabited u.s. territory south of the equator,American Samoa
9464,1223,islands,"caribbean island whose name is from the arawak indian ""xaymaca"", meaning land of wood & water",Jamaica
9465,1224,islands,quebec's lle d'orleans lies in this river,St. Lawrence
9466,1225,islands,"the name of this island in the english channel is the anglicized form of ""caesar\""",Jersey
9467,1226,islands,in 1957 remains of the bounty were discovered underwater just off the coast of this island,Pitcairn
9468,1227,islands,"island that's divided among brunei, malaysia & indonesia",Borneo
9469,1283,national parks,nearly 2/3 of the island of st. john in this u.s. possession is a national park,Virgin Islands
9470,1284,national parks,"the headquarters for this national park is located in mammoth hot springs, wyoming",Yellowstone
9471,1285,national parks,"north dakota's only national park, it's also the only one named for a u.s. president",Theodore Roosevelt
9472,1286,national parks,"this park consists mainly of araucariaxylon arizonicum, a species of prehistoric conifer",Petrified Forest
9473,1287,national parks,1 of 2 national parks named for a lake,(1 of) Crater Lake (or Lake Clark)
9474,1303,countries of the world,"of the south american countries, the one that comes last alphabetically",Venezuela
9475,1362,islands,3 of the world's 10 largest islands are in the arctic ocean & belong to this country,Canada
9476,1544,rivers,"lake tear of the clouds is the source of this river, the longest in new york state",Hudson
9477,1545,rivers,"it curves thru paris for about 8 miles, dividing the city into right & left banks",Seine
9478,1546,rivers,"south of terre haute, this river forms the boundary between indiana & illinois",Wabash
9479,1547,rivers,"to most chinese, it's known as the chang-jiang, or ""long river\""",Yangtze
9480,1548,rivers,"in greek myth, this river flows by hades; in reality, it's in alabama",Styx
9481,1614,weather,"the record wind speed for one of these, 280 mph, was measured over wichita falls, texas in 1925",tornado
9482,1615,weather,in 1979 the names of hurricanes were changed to include these,men
9483,1616,weather,the rainiest place in the u.s. is in this state,Hawaii
9484,1617,weather,"indra, chief vedic god of india, killed vrtra, a dragon who held back these seasonal winds",monsoon
9485,1618,weather,an electrical discharge appearing as a blue or green halo is called this,St. Elmo's fire
9486,1770,state seals,"it's seal shows 2 seals, a mother & its pup, & symbols of icebergs, native people and northern lights",Alaska
9487,1771,state seals,the center of its seal depicts the hudson river & 2 ships in sail,New York
9488,1772,state seals,mountains & the great falls of the missouri river are depicted on its seal,Montana
9489,1773,state seals,in 1985 this state replaced the cocoa palm on it seal with a sabal palmetto,Florida
9490,1774,state seals,the 14 branches of the pine tree on this state's seal represent its desire to become the 14th state,Vermont
9491,1780,geography,it's the largest island on the west coast of north america,Vancouver Island
9492,1781,landmarks,"passages from the koran decorate the outside of this marble tomb at agra, india",the Taj Mahal
9493,1782,landmarks,"by flooding the arena, this largest roman amphitheater could be used for mock naval battles",the Colosseum
9494,1783,landmarks,"some believe this megalithic monument near salisbury, eng. was an astronomical observatory",Stonehenge
9495,1784,landmarks,industrial pollution threatens the remains of this temple built on the acropolis to honor athena,the Parthenon
9496,1785,landmarks,stronghold in baltimore harbor named for a man who was secretary of war while it was being built,Fort McHenry
9497,1831,islands,"in 1954, after 63 years, the immigrant station on this island in new york harbor was closed",Ellis Island
9498,1832,islands,over 500 bison live in the bison refuge on antelope island in this utah lake,the Great Salt Lake
9499,1833,islands,qeshm & bahrain are the largest inhabited islands in this gulf,the Persian Gulf
9500,1834,islands,"royale, joseph & devil's islands make up the safety islands owned by this country",France
9501,1835,islands,"stewart island, south of south island, is this island country's third largest",New Zealand
9502,1842,geography,"2-word name of the island shared by england, wales & scotland",Great Britain
9503,1843,geography,fur trader peter ogden has a city named after him in this u.s. state,Utah
9504,1844,geography,its inhabitants are called emiratis,United Arab Emirates
9505,1845,geography,"you can see mt. everest from this west bengal, india city that gave its name to a famous tea",Darjeeling
9506,1846,geography,"belize, we believe is on this peninsula",Yucatan
9507,1938,islands,"while in this island country south of india, visit the gem mines near ratnapura",Sri Lanka
9508,1939,islands,"this british colony lies about 600 miles east of cape hatteras, north carolina",Bermuda
9509,1940,islands,so. pacific island named after the latin name for scotland because it resembled that country,New Caledonia
9510,1941,islands,in 1635 france claimed this caribbean island & built a settlement at st. pierre,Martinique
9511,1942,islands,"kharg island, this country's major offshore oil terminal, was seriously damaged in the 1980s war",Iran
9512,2062,bodies of water,"the name for this sea comes from the latin for ""in the middle of land\""",Mediterranean
9513,2063,bodies of water,the tasman sea separates australia & this country,New Zealand
9514,2064,bodies of water,it's new mexico's largest & longest river,the Rio Grande
9515,2065,bodies of water,"the name of this river which empties into the bay of bengal means ""the son of brahma\""",the Brahmaputra
9516,2066,bodies of water,connecticut is bordered on the south by this arm of the atlantic,Long Island Sound
9517,2104,islands,merged island countries include sao tome & principe and trinidad & this,Tobago
9518,2105,islands,"its capital, largest city & chief port is palermo",Sicily
9519,2106,islands,"capital of french guiana & the name of the island it’s on, it gave its name to a kind of pepper",Cayenne
9520,2107,islands,tanzania’s capital was founded by the sultan of this island that’s now part of the country,Zanzibar
9521,2108,islands,"though they sound egyptian, these islands in the n. atlantic are part of denmark",the Faroe Islands
9522,2180,geography,"the former name of the moluccas, islands known for cloves, mace & nutmeg",the Spice Islands
9523,2181,geography,2 of the 3 south american countries on the equator,"(2 of) Ecuador, Brazil, & Colombia"
9524,2182,geography,this canadian province’s largest lake is lake winnipeg,Manitoba
9525,2183,geography,"with over a million people, this township is south africa’s most populous black community",Soweto
9526,2184,geography,this moroccan capital city is located about 60 miles northeast of casablanca,Rabat
9527,2239,state capitals,this nevada capital lies 14 miles east of lake tahoe,Carson City
9528,2240,state capitals,this capital's tallest buildings are the john hancock tower & the prudential center,"Boston, Massachusetts"
9529,2241,state capitals,"by the mid-19th c., this city had become major pacific whaling port",Honolulu
9530,2242,state capitals,the sunflower state exposition is held annually in this capital,"Topeka, (Kansas)"
9531,2243,state capitals,this city's capitol building is built in the shape of the sun symbol of the zia indian pueblo,"Santa Fe, New Mexico"
9532,2497,"geograph""e\""",a castle built on top of castle rock dominates the central part of this scottish city,Edinburgh
9533,2498,"geograph""e\""",this dutch city known for its cheese was an important port until its harbor silted up,Edam
9534,2499,"geograph""e\""","jabal katrinah, a mountain in the sinai peninsula, is the highest point in this country",Egypt
9535,2500,"geograph""e\""",portoferraio is the chief town on this island where napoleon was exiled,Elba
9536,2501,"geograph""e\""","cuenca is sometimes called the ""athens of"" this south american country",Ecuador
9537,75,geography,"known for its wine & cheese, lombardy is also this country's chief industrial region",Italy
9538,76,geography,"the ""blue"" branch of this river begins at lake tana in ethiopia",Nile
9539,77,geography,in 1972 the remaining ryukyu islands still under u.s. control were returned to this country,Japan
9540,78,geography,the two countries that occupy the scandinavian peninsula,Sweden & Norway
9541,79,geography,"jamaica, hispaniola & puerto rico are part of the ""greater"" group of these w. indies islands",Antilles
9542,191,rivers,the military academy at west point is on this river,the Hudson
9543,192,rivers,this river & its tributaries carry about 2/3 of all soviet river freight,the Volga
9544,193,rivers,a railway tunnel beneath this english river connects the cities of liverpool & birkenhead,the Mersey
9545,194,rivers,the vaal river of south africa forms part of the boundary between the orange free state & this province,Transvaal
9546,195,rivers,"geneva, lyon & avignon are on this river which rises in the alps & empties into the mediterranean",the Rhone
9547,562,bodies of water,"father louis l'enfant, who accompanied lasalle, was the first white man to view these falls in 1678",Niagara Falls
9548,563,bodies of water,this canadian bay has the longest shoreline of any bay,Hudson Bay
9549,564,bodies of water,the island of corregidor guards the entrance to this phillippine bay,Manila Bay
9550,565,bodies of water,this largest tributary of the columbia river rises in yellowstone national park,Snake River
9551,566,bodies of water,the gulf of aden separates somalia and this country on the arabian peninsula,Yemen
9552,753,islands,"discovered by ponce de leon in 1513, this state's dry tortugas islands are now a bird sanctuary",Florida
9553,754,islands,"las tunas, pinar del rio & guantanamo are 3 of this caribbean island's 14 provinces",Cuba
9554,755,islands,"it's often known as ""the bounty island\""",Pitcairn
9555,756,islands,"sardinia was part of an independent kingdom from 1720 to 1861, when it joined this country",Italy
9556,757,islands,"this hawaiian island's name means ""the gathering place"" & most people in the islands are gathered there",Oahu
9557,963,countries of the world,this country's most famous bronze statue is the great buddha at kamakura,Japan
9558,964,countries of the world,"one thousand years ago, more than 1/3 of this european country's land was underwater",Netherlands/Holland
9559,965,countries of the world,"this country's coat of arms features a two-tailed lion, the symbol of the historic bohemian kingdom",Czechoslovakia
9560,966,countries of the world,this small country extends farther north than any other country in africa,Tunisia
9561,967,countries of the world,panama is bordered by these two countries,Colombia & Costa Rica
9562,1069,mountains,the nepalese call it sagarmatha,Mount Everest
9563,1070,mountains,"cotopaxi, the world's highest active volcano, rises just south of quito, ecuador in these mountains",Andes
9564,1071,mountains,this tallest greek mountain is situated on the border between thessaly & macedonia,Mount Olympus
9565,1072,mountains,"until alaska became a state, this mountain was the u.s.a.'s tallest",Mount Whitney
9566,1073,mountains,this range extends from lassen peak in california to the fraser river in british columbia,Cascades
9567,1105,bodies of water,"this ocean's deepest point, about 28,000 feet, is in the puerto rico trench",Atlantic
9568,1106,bodies of water,the navy shipyard at bremerton in washington state is on this inlet of the pacific,Puget Sound
9569,1107,bodies of water,"quesham, the largest island in the persian gulf, is located in this strait",Strait of Hormuz
9570,1108,bodies of water,"divided between switzerland & france, it's the largest alpine lake in europe",Lake Geneva
9571,1109,bodies of water,an underwater cable in this sea provides communication between australia & new zealand,Tasman Sea
9572,1399,islands,this largest island in the world also contains the northernmost land in the world,Greenland
9573,1400,islands,"lewis with harris is the most northerly of this ""outer"" scottish island group",Outer Hebrides
9574,1401,islands,this indonesian island became world famous after giant lizards were discovered there in 1912,Komodo
9575,1402,islands,singapore seceded from this country in 1965,Malaysia
9576,1403,islands,the court of tynwald is the chief legislative body of this island in the irish sea,Isle of Man
9577,1450,forests,arizona's kaibab national forest lies near this national park,Grand Canyon
9578,1451,forests,"divisions of this state's sumter national forest include long cane, enoree & tiger",South Carolina
9579,1452,forests,"this state's chippewa & superior national forests contain many of its 10,000 lakes",Minnesota
9580,1453,forests,this national forest in oregon shares its name with the mountain contained within its borders,Mount Hood
9581,1454,forests,a national forest in missouri's ozarks is named for this 19th century writer,Mark Twain
9582,1700,national parks,"the ""big room"" chamber in these n.m. caverns has a ceiling as high as a 26-story building",Carsbad Caverns
9583,1701,national parks,steamboat geyser in this park is the largest active geyser in the world,Yellowstone
9584,1702,national parks,this park in oregon is located within the caldera of mount mazama,Crater Lake
9585,1703,national parks,"on labor day, 1940 f.d.r. dedicated this mountain peak on the north carolina-tennessee border",Great Smoky National Park
9586,1704,national parks,eight historic bathhouses are preserved along bathhouse row at this nat'l park in arkansas,Hot Springs
9587,1711,waterfalls,this venezuela waterfall was named for the american aviator who discovered it in 1935,Angel Falls
9588,1712,waterfalls,"this continent's highest waterfall, wollomombi, drops 1580 feet in new south wales",Australia
9589,1713,waterfalls,"california's ribbon falls, the highest single waterfall in north america, lies in this national park",Yosemite
9590,1714,waterfalls,"this waterfall on the zambezi river is called ""mosi oa tunya"", or smoke that thunders, by local natives",Victoria Falls
9591,1715,waterfalls,much of the electrical power for this mainland area of newfoundland comes from churchill falls,Labrador
9592,2057,islands,tenerife is the main island in this spanish archipelago off the northwest coast of africa,the Canary Islands
9593,2058,islands,in 1951 the u.s. air force established a bomber base at thule on this danish island,Greenland
9594,2059,islands,"ushuaia, the southernmost town in the world, lies on argentina's side of this island",Tierra Del Fuego
9595,2060,islands,this island along the gulf coast of texas was designated a national seashore in 1962,Padre Island
9596,2061,islands,khania is the capital & iraklion is chief port of this largest greek isle,Crete
9597,2222,bodies of water,the marne is the longest tributary of this french river,Seine
9598,2223,bodies of water,the arabian sea & the bay of bengal are considered arms of this ocean,Indian Ocean
9599,2224,bodies of water,"though second in size of the great lakes, it has the longest shoreline of any of them",Lake Huron
9600,2225,bodies of water,"bordering spain & france, this bay is also called the gulf of gascony",Bay of Biscay
9601,2226,bodies of water,istanbul lies on both sides of the bosporus at its junction with this sea,Sea of Marmara
9602,2278,mountains,"ecuador's coat of arms depicts mt. chimborazo, a 20,561-foot volcano lying in this range",Andes
9603,2279,mountains,new hampshire's white mountains are part of this larger chain,Appalachians
9604,2280,mountains,these soviet mountains which run from the arctic to near the aral sea have large coal reserves,Urals
9605,2281,mountains,the giants mountains are part of the sudeten chain in poland & this neighbor,Czechoslovakia
9606,2282,mountains,"africa's second-highest peak, it lies about 70 miles from nairobi",Mt. Kenya
9607,2544,landmarks,this famous massachusetts rock is engraved with the date 1620,Plymouth Rock
9608,2545,landmarks,"new geological evidence suggests this giza, egypt statue may be twice as old as previously thought",The Sphinx
9609,2546,landmarks,lakehurst naval air station in this state was the site of the hindenburg explosion,New Jersey
9610,2547,landmarks,"his washington, d.c. memorial was dedicated april 13, 1943, the 200th anniversary of his birth",Thomas Jefferson
9611,2548,landmarks,this french engineer designed the interior support tower for the statue of liberty,Eiffel
9612,2624,rivers,the ottawa river drains grand lake victoria & the river drains lake victoria,the Nile
9613,2625,rivers,it's been called the chief waterway of the soviet union,the Volga River
9614,2626,rivers,"in 1896 gold was discovered along the klondike, a tributary of this nearly 2,000-mile-long river",the Yukon River
9615,2627,rivers,until 1990 the elbe river formed part of the border between these 2 countries,East & West Germany
9616,2628,rivers,"punjab means ""land of the 5 rivers"", referring to the 5 rivers that empty into this one",the Indus (River)
9617,2714,mountains,for centuries trade has moved between austria & italy through the brenner pass in these mountains,the Alps
9618,2715,mountains,coffee plantations & tribal villages are located on the lower parts of this tanzanian volcano,Mount Kilimanjaro
9619,2716,mountains,"the himalayas have at least 30 peaks over 25,000 feet including this one at 29,028 feet",Mount Everest
9620,2717,mountains,"this u.s. state's highest mountain, humphreys peak, rises 12,633 feet near flagstaff",Arizona
9621,2718,mountains,"the name of this chain in eastern california is spanish for ""snowy mountains\""",the Sierra Nevada
9622,2892,countries of the world,this principality on the french riviera is only about 3/4 of a square mile in area,Monaco
9623,2893,countries of the world,"the name of this country bordering iraq comes from ""kut"", the arabic word for fort",Kuwait
9624,2894,countries of the world,"with u.s. recognition, panama declared its independence from this country in 1903",Colombia
9625,2895,countries of the world,in 1991 king hassan ii celebrated 30 years on the throne of this african country,Morocco
9626,2896,countries of the world,it's the largest country in area & population in southeast asia,Indonesia
9627,3589,mountains,"located on sicily, it's the highest active volcano in europe",Mount Etna
9628,3590,mountains,legend says that this sacred japanese mountain was formed during an earthquake in 286 b.c.,Mount Fuji
9629,3591,mountains,"though only 3 degrees south of the equator, this african mt.'s kibu peak is permanently covered in snow",Mount Kilamanjaro
9630,3592,mountains,"in the '70s efforts were undertaken to restore this alaskan mt.'s original name, denali",Mount McKinley
9631,3593,mountains,penn.'s highest point is in these mountains the most northwesterly main range of the appalachians,Alleghenies
9632,3635,geography,in 1997 this british crown colony will become a special administrative region of china,Hong Kong
9633,3636,geography,zambia and zimbabwe used to be northern & southern this,Rhodesia
9634,3637,geography,ponce is the chief caribbean port of this island once ruled by ponce de leon,Puerto Rico
9635,3638,geography,this canadian maritime province was named after the native land of england's james i,Nova Scotia
9636,3639,geography,"1 of the 4 countries on the continent of africa whose name starts with ""b\""",Botswana
9637,3680,state capitals,"this pennsylvania capital was previously called louisbourg, after louis xvi",Harrisburg
9638,3681,state capitals,"it was chosen as a state capital in 1837, the same year lincoln moved there","Springfield, Illinois"
